catchment,network,year,mmwr_year,mmwr_week,age_category,sex,race,cumulative_rate,weekly_rate,derived_date
Minnesota,EIP,2020-21,2020,28,Overall,Overall,Overall,107.6,5,2020-07-08
New Mexico,EIP,2020-21,2020,28,Overall,Overall,Overall,68.2,8.3,2020-07-08
New York,EIP,2020-21,2020,28,Overall,Overall,Overall,77.5,2.3,2020-07-08
Ohio,IHSP,2020-21,2020,28,Overall,Overall,Overall,70,5.6,2020-07-08
Oregon,EIP,2020-21,2020,28,Overall,Overall,Overall,37.8,3.7,2020-07-08
Georgia,EIP,2020-21,2020,28,Overall,Overall,Overall,148.2,22,2020-07-08
California,EIP,2020-21,2020,28,Overall,Overall,Overall,55.4,6.3,2020-07-08
Colorado,EIP,2020-21,2020,28,Overall,Overall,Overall,140,4.4,2020-07-08
Connecticut,EIP,2020-21,2020,28,Overall,Overall,Overall,283.9,2.9,2020-07-08
Connecticut,EIP,2020-21,2020,29,Overall,Overall,Overall,285.6,1.7,2020-07-15
Colorado,EIP,2020-21,2020,29,Overall,Overall,Overall,144.4,4.5,2020-07-15
California,EIP,2020-21,2020,29,Overall,Overall,Overall,62.6,7.3,2020-07-15
Georgia,EIP,2020-21,2020,29,Overall,Overall,Overall,170.3,22.1,2020-07-15
Oregon,EIP,2020-21,2020,29,Overall,Overall,Overall,41,3.2,2020-07-15
Ohio,IHSP,2020-21,2020,29,Overall,Overall,Overall,76,5.9,2020-07-15
New York,EIP,2020-21,2020,29,Overall,Overall,Overall,79.7,2.1,2020-07-15
New Mexico,EIP,2020-21,2020,29,Overall,Overall,Overall,76.5,8.2,2020-07-15
Minnesota,EIP,2020-21,2020,29,Overall,Overall,Overall,113.8,6.2,2020-07-15
Michigan,IHSP,2020-21,2020,29,Overall,Overall,Overall,97.6,2.4,2020-07-15
Maryland,EIP,2020-21,2020,29,Overall,Overall,Overall,194.9,6.3,2020-07-15
Utah,IHSP,2020-21,2020,29,Overall,Overall,Overall,87,7.3,2020-07-15
Tennessee,EIP,2020-21,2020,29,Overall,Overall,Overall,121.5,14.3,2020-07-15
Iowa,IHSP,2020-21,2020,29,Overall,Overall,Overall,156.2,6.1,2020-07-15
Iowa,IHSP,2020-21,2020,30,Overall,Overall,Overall,163.1,6.9,2020-07-22
Tennessee,EIP,2020-21,2020,30,Overall,Overall,Overall,134.2,12.7,2020-07-22
Utah,IHSP,2020-21,2020,30,Overall,Overall,Overall,94.1,7.1,2020-07-22
Maryland,EIP,2020-21,2020,30,Overall,Overall,Overall,202.7,7.8,2020-07-22
Michigan,IHSP,2020-21,2020,30,Overall,Overall,Overall,99.8,2.2,2020-07-22
Minnesota,EIP,2020-21,2020,30,Overall,Overall,Overall,120.2,6.4,2020-07-22
New Mexico,EIP,2020-21,2020,30,Overall,Overall,Overall,83.8,7.3,2020-07-22
New York,EIP,2020-21,2020,30,Overall,Overall,Overall,80.7,1.1,2020-07-22
Ohio,IHSP,2020-21,2020,30,Overall,Overall,Overall,82.1,6.1,2020-07-22
Oregon,EIP,2020-21,2020,30,Overall,Overall,Overall,43.5,2.6,2020-07-22
Georgia,EIP,2020-21,2020,30,Overall,Overall,Overall,187.7,17.4,2020-07-22
California,EIP,2020-21,2020,30,Overall,Overall,Overall,70.7,8.1,2020-07-22
Colorado,EIP,2020-21,2020,30,Overall,Overall,Overall,148.1,3.7,2020-07-22
Connecticut,EIP,2020-21,2020,30,Overall,Overall,Overall,288.2,2.7,2020-07-22
Connecticut,EIP,2020-21,2020,31,Overall,Overall,Overall,290.5,2.3,2020-07-29
Colorado,EIP,2020-21,2020,31,Overall,Overall,Overall,151.6,3.5,2020-07-29
California,EIP,2020-21,2020,31,Overall,Overall,Overall,78.5,7.8,2020-07-29
Georgia,EIP,2020-21,2020,31,Overall,Overall,Overall,201.8,14.2,2020-07-29
Oregon,EIP,2020-21,2020,31,Overall,Overall,Overall,46.5,2.9,2020-07-29
Ohio,IHSP,2020-21,2020,31,Overall,Overall,Overall,87.2,5.1,2020-07-29
New York,EIP,2020-21,2020,31,Overall,Overall,Overall,82,1.3,2020-07-29
New Mexico,EIP,2020-21,2020,31,Overall,Overall,Overall,88.5,4.7,2020-07-29
Minnesota,EIP,2020-21,2020,31,Overall,Overall,Overall,127.2,7,2020-07-29
Michigan,IHSP,2020-21,2020,31,Overall,Overall,Overall,102.2,2.4,2020-07-29
Maryland,EIP,2020-21,2020,31,Overall,Overall,Overall,210.6,7.9,2020-07-29
Utah,IHSP,2020-21,2020,31,Overall,Overall,Overall,100,5.9,2020-07-29
Tennessee,EIP,2020-21,2020,31,Overall,Overall,Overall,144.5,10.3,2020-07-29
Iowa,IHSP,2020-21,2020,31,Overall,Overall,Overall,172.2,9.1,2020-07-29
Iowa,IHSP,2020-21,2020,32,Overall,Overall,Overall,180.6,8.4,2020-08-05
Tennessee,EIP,2020-21,2020,32,Overall,Overall,Overall,154.6,10.1,2020-08-05
Utah,IHSP,2020-21,2020,32,Overall,Overall,Overall,106.6,6.5,2020-08-05
Maryland,EIP,2020-21,2020,32,Overall,Overall,Overall,217.4,6.8,2020-08-05
Michigan,IHSP,2020-21,2020,32,Overall,Overall,Overall,103.2,1,2020-08-05
Minnesota,EIP,2020-21,2020,32,Overall,Overall,Overall,134.8,7.7,2020-08-05
New Mexico,EIP,2020-21,2020,32,Overall,Overall,Overall,92.4,3.9,2020-08-05
New York,EIP,2020-21,2020,32,Overall,Overall,Overall,83.3,1.3,2020-08-05
Ohio,IHSP,2020-21,2020,32,Overall,Overall,Overall,91.1,3.9,2020-08-05
Oregon,EIP,2020-21,2020,32,Overall,Overall,Overall,49.5,3,2020-08-05
Georgia,EIP,2020-21,2020,32,Overall,Overall,Overall,215.2,13.4,2020-08-05
California,EIP,2020-21,2020,32,Overall,Overall,Overall,84.7,6.2,2020-08-05
Colorado,EIP,2020-21,2020,32,Overall,Overall,Overall,154.4,2.8,2020-08-05
Connecticut,EIP,2020-21,2020,32,Overall,Overall,Overall,292.8,2.3,2020-08-05
Connecticut,EIP,2020-21,2020,33,Overall,Overall,Overall,294.6,1.9,2020-08-12
Colorado,EIP,2020-21,2020,33,Overall,Overall,Overall,156.7,2.3,2020-08-12
California,EIP,2020-21,2020,33,Overall,Overall,Overall,91.9,7.1,2020-08-12
Georgia,EIP,2020-21,2020,33,Overall,Overall,Overall,226.6,11.4,2020-08-12
Oregon,EIP,2020-21,2020,33,Overall,Overall,Overall,53.1,3.6,2020-08-12
Ohio,IHSP,2020-21,2020,33,Overall,Overall,Overall,94.2,3.1,2020-08-12
New York,EIP,2020-21,2020,33,Overall,Overall,Overall,85.6,2.2,2020-08-12
New Mexico,EIP,2020-21,2020,33,Overall,Overall,Overall,96.7,4.3,2020-08-12
Minnesota,EIP,2020-21,2020,33,Overall,Overall,Overall,141.8,7,2020-08-12
Michigan,IHSP,2020-21,2020,33,Overall,Overall,Overall,104.4,1.2,2020-08-12
Maryland,EIP,2020-21,2020,33,Overall,Overall,Overall,222.5,5,2020-08-12
Utah,IHSP,2020-21,2020,33,Overall,Overall,Overall,111.2,4.6,2020-08-12
Tennessee,EIP,2020-21,2020,33,Overall,Overall,Overall,164,9.4,2020-08-12
Iowa,IHSP,2020-21,2020,33,Overall,Overall,Overall,190.5,9.9,2020-08-12
Iowa,IHSP,2020-21,2020,34,Overall,Overall,Overall,201.9,11.4,2020-08-19
Tennessee,EIP,2020-21,2020,34,Overall,Overall,Overall,170.9,6.9,2020-08-19
Utah,IHSP,2020-21,2020,34,Overall,Overall,Overall,115.8,4.7,2020-08-19
Maryland,EIP,2020-21,2020,34,Overall,Overall,Overall,227.8,5.3,2020-08-19
Michigan,IHSP,2020-21,2020,34,Overall,Overall,Overall,105.9,1.5,2020-08-19
Minnesota,EIP,2020-21,2020,34,Overall,Overall,Overall,148.5,6.7,2020-08-19
New Mexico,EIP,2020-21,2020,34,Overall,Overall,Overall,99.7,3,2020-08-19
New York,EIP,2020-21,2020,34,Overall,Overall,Overall,87.2,1.6,2020-08-19
Ohio,IHSP,2020-21,2020,34,Overall,Overall,Overall,97.1,2.9,2020-08-19
Oregon,EIP,2020-21,2020,34,Overall,Overall,Overall,56,2.9,2020-08-19
Georgia,EIP,2020-21,2020,34,Overall,Overall,Overall,236.8,10.2,2020-08-19
California,EIP,2020-21,2020,34,Overall,Overall,Overall,98.6,6.8,2020-08-19
Colorado,EIP,2020-21,2020,34,Overall,Overall,Overall,158.6,1.9,2020-08-19
Connecticut,EIP,2020-21,2020,34,Overall,Overall,Overall,297.2,2.6,2020-08-19
Connecticut,EIP,2020-21,2020,35,Overall,Overall,Overall,299,1.8,2020-08-26
Colorado,EIP,2020-21,2020,35,Overall,Overall,Overall,161,2.4,2020-08-26
California,EIP,2020-21,2020,35,Overall,Overall,Overall,105,6.4,2020-08-26
Georgia,EIP,2020-21,2020,35,Overall,Overall,Overall,243.5,6.7,2020-08-26
Oregon,EIP,2020-21,2020,35,Overall,Overall,Overall,58.3,2.3,2020-08-26
Ohio,IHSP,2020-21,2020,35,Overall,Overall,Overall,100,2.9,2020-08-26
New York,EIP,2020-21,2020,35,Overall,Overall,Overall,88.2,1.1,2020-08-26
New Mexico,EIP,2020-21,2020,35,Overall,Overall,Overall,102.8,3.1,2020-08-26
Minnesota,EIP,2020-21,2020,35,Overall,Overall,Overall,154.4,5.9,2020-08-26
Michigan,IHSP,2020-21,2020,35,Overall,Overall,Overall,107,1.1,2020-08-26
Maryland,EIP,2020-21,2020,35,Overall,Overall,Overall,232.3,4.5,2020-08-26
Tennessee,EIP,2020-21,2020,35,Overall,Overall,Overall,177.8,6.8,2020-08-26
Utah,IHSP,2020-21,2020,35,Overall,Overall,Overall,120.2,4.4,2020-08-26
Iowa,IHSP,2020-21,2020,35,Overall,Overall,Overall,207.3,5.3,2020-08-26
Iowa,IHSP,2020-21,2020,36,Overall,Overall,Overall,214.1,6.9,2020-09-02
Tennessee,EIP,2020-21,2020,36,Overall,Overall,Overall,184,6.2,2020-09-02
Utah,IHSP,2020-21,2020,36,Overall,Overall,Overall,124.4,4.2,2020-09-02
Maryland,EIP,2020-21,2020,36,Overall,Overall,Overall,236.5,4.2,2020-09-02
Michigan,IHSP,2020-21,2020,36,Overall,Overall,Overall,108.1,1,2020-09-02
Minnesota,EIP,2020-21,2020,36,Overall,Overall,Overall,159.7,5.4,2020-09-02
New Mexico,EIP,2020-21,2020,36,Overall,Overall,Overall,104.7,1.9,2020-09-02
New York,EIP,2020-21,2020,36,Overall,Overall,Overall,89.2,0.9,2020-09-02
Ohio,IHSP,2020-21,2020,36,Overall,Overall,Overall,103,3,2020-09-02
Oregon,EIP,2020-21,2020,36,Overall,Overall,Overall,60,1.7,2020-09-02
Georgia,EIP,2020-21,2020,36,Overall,Overall,Overall,250.3,6.8,2020-09-02
California,EIP,2020-21,2020,36,Overall,Overall,Overall,110.1,5.1,2020-09-02
Colorado,EIP,2020-21,2020,36,Overall,Overall,Overall,163,1.9,2020-09-02
Connecticut,EIP,2020-21,2020,36,Overall,Overall,Overall,300.9,2,2020-09-02
Connecticut,EIP,2020-21,2020,37,Overall,Overall,Overall,302.7,1.8,2020-09-09
Colorado,EIP,2020-21,2020,37,Overall,Overall,Overall,165.1,2.1,2020-09-09
California,EIP,2020-21,2020,37,Overall,Overall,Overall,114.8,4.7,2020-09-09
Georgia,EIP,2020-21,2020,37,Overall,Overall,Overall,256.2,5.9,2020-09-09
Oregon,EIP,2020-21,2020,37,Overall,Overall,Overall,62.3,2.3,2020-09-09
Ohio,IHSP,2020-21,2020,37,Overall,Overall,Overall,105.7,2.7,2020-09-09
New York,EIP,2020-21,2020,37,Overall,Overall,Overall,91,1.8,2020-09-09
New Mexico,EIP,2020-21,2020,37,Overall,Overall,Overall,107.4,2.6,2020-09-09
Minnesota,EIP,2020-21,2020,37,Overall,Overall,Overall,164,4.2,2020-09-09
Michigan,IHSP,2020-21,2020,37,Overall,Overall,Overall,109.3,1.2,2020-09-09
Maryland,EIP,2020-21,2020,37,Overall,Overall,Overall,240.9,4.4,2020-09-09
Utah,IHSP,2020-21,2020,37,Overall,Overall,Overall,128.4,4,2020-09-09
Tennessee,EIP,2020-21,2020,37,Overall,Overall,Overall,189.5,5.5,2020-09-09
Iowa,IHSP,2020-21,2020,37,Overall,Overall,Overall,224.8,10.7,2020-09-09
Iowa,IHSP,2020-21,2020,38,Overall,Overall,Overall,233.2,8.4,2020-09-16
Tennessee,EIP,2020-21,2020,38,Overall,Overall,Overall,194.9,5.5,2020-09-16
Utah,IHSP,2020-21,2020,38,Overall,Overall,Overall,134.1,5.7,2020-09-16
Maryland,EIP,2020-21,2020,38,Overall,Overall,Overall,245,4.2,2020-09-16
Michigan,IHSP,2020-21,2020,38,Overall,Overall,Overall,110.6,1.4,2020-09-16
Minnesota,EIP,2020-21,2020,38,Overall,Overall,Overall,168.9,4.9,2020-09-16
New Mexico,EIP,2020-21,2020,38,Overall,Overall,Overall,111.1,3.7,2020-09-16
New York,EIP,2020-21,2020,38,Overall,Overall,Overall,92.2,1.2,2020-09-16
Ohio,IHSP,2020-21,2020,38,Overall,Overall,Overall,107.8,2.1,2020-09-16
Oregon,EIP,2020-21,2020,38,Overall,Overall,Overall,65,2.7,2020-09-16
Georgia,EIP,2020-21,2020,38,Overall,Overall,Overall,261.5,5.3,2020-09-16
California,EIP,2020-21,2020,38,Overall,Overall,Overall,118.7,3.8,2020-09-16
Colorado,EIP,2020-21,2020,38,Overall,Overall,Overall,167.7,2.6,2020-09-16
Connecticut,EIP,2020-21,2020,38,Overall,Overall,Overall,305.4,2.7,2020-09-16
Connecticut,EIP,2020-21,2020,39,Overall,Overall,Overall,307.5,2.2,2020-09-23
Colorado,EIP,2020-21,2020,39,Overall,Overall,Overall,171.2,3.5,2020-09-23
California,EIP,2020-21,2020,39,Overall,Overall,Overall,121.4,2.7,2020-09-23
Georgia,EIP,2020-21,2020,39,Overall,Overall,Overall,266.3,4.8,2020-09-23
Oregon,EIP,2020-21,2020,39,Overall,Overall,Overall,68.4,3.3,2020-09-23
Ohio,IHSP,2020-21,2020,39,Overall,Overall,Overall,110.4,2.6,2020-09-23
New York,EIP,2020-21,2020,39,Overall,Overall,Overall,93.2,1.1,2020-09-23
New Mexico,EIP,2020-21,2020,39,Overall,Overall,Overall,115.5,4.4,2020-09-23
Minnesota,EIP,2020-21,2020,39,Overall,Overall,Overall,175.7,6.9,2020-09-23
Michigan,IHSP,2020-21,2020,39,Overall,Overall,Overall,113.5,2.9,2020-09-23
Maryland,EIP,2020-21,2020,39,Overall,Overall,Overall,249.5,4.4,2020-09-23
Utah,IHSP,2020-21,2020,39,Overall,Overall,Overall,142.7,8.6,2020-09-23
Tennessee,EIP,2020-21,2020,39,Overall,Overall,Overall,201.8,6.8,2020-09-23
Iowa,IHSP,2020-21,2020,39,Overall,Overall,Overall,241.6,8.4,2020-09-23
Iowa,IHSP,2020-21,2020,40,Overall,Overall,Overall,251.5,9.9,2020-09-30
Tennessee,EIP,2020-21,2020,40,Overall,Overall,Overall,208,6.2,2020-09-30
Utah,IHSP,2020-21,2020,40,Overall,Overall,Overall,149.9,7.2,2020-09-30
Maryland,EIP,2020-21,2020,40,Overall,Overall,Overall,254.2,4.7,2020-09-30
Michigan,IHSP,2020-21,2020,40,Overall,Overall,Overall,117.1,3.6,2020-09-30
Minnesota,EIP,2020-21,2020,40,Overall,Overall,Overall,181.8,6,2020-09-30
New Mexico,EIP,2020-21,2020,40,Overall,Overall,Overall,120.6,5.1,2020-09-30
New York,EIP,2020-21,2020,40,Overall,Overall,Overall,94.8,1.6,2020-09-30
Ohio,IHSP,2020-21,2020,40,Overall,Overall,Overall,113.1,2.7,2020-09-30
Oregon,EIP,2020-21,2020,40,Overall,Overall,Overall,70.7,2.3,2020-09-30
Georgia,EIP,2020-21,2020,40,Overall,Overall,Overall,271.6,5.4,2020-09-30
California,EIP,2020-21,2020,40,Overall,Overall,Overall,124.2,2.9,2020-09-30
Colorado,EIP,2020-21,2020,40,Overall,Overall,Overall,175.6,4.4,2020-09-30
Connecticut,EIP,2020-21,2020,40,Overall,Overall,Overall,310.7,3.1,2020-09-30
Connecticut,EIP,2020-21,2020,41,Overall,Overall,Overall,314.7,4,2020-10-07
Colorado,EIP,2020-21,2020,41,Overall,Overall,Overall,182.1,6.5,2020-10-07
California,EIP,2020-21,2020,41,Overall,Overall,Overall,126.5,2.2,2020-10-07
Georgia,EIP,2020-21,2020,41,Overall,Overall,Overall,277.5,5.8,2020-10-07
Oregon,EIP,2020-21,2020,41,Overall,Overall,Overall,73.9,3.3,2020-10-07
Ohio,IHSP,2020-21,2020,41,Overall,Overall,Overall,116.3,3.2,2020-10-07
New York,EIP,2020-21,2020,41,Overall,Overall,Overall,96.9,2.1,2020-10-07
New Mexico,EIP,2020-21,2020,41,Overall,Overall,Overall,128.5,7.9,2020-10-07
Minnesota,EIP,2020-21,2020,41,Overall,Overall,Overall,189.3,7.5,2020-10-07
Michigan,IHSP,2020-21,2020,41,Overall,Overall,Overall,121.5,4.5,2020-10-07
Maryland,EIP,2020-21,2020,41,Overall,Overall,Overall,259.6,5.4,2020-10-07
Utah,IHSP,2020-21,2020,41,Overall,Overall,Overall,160.4,10.5,2020-10-07
Tennessee,EIP,2020-21,2020,41,Overall,Overall,Overall,217.7,9.7,2020-10-07
Iowa,IHSP,2020-21,2020,41,Overall,Overall,Overall,263.7,12.2,2020-10-07
Iowa,IHSP,2020-21,2020,42,Overall,Overall,Overall,275.1,11.4,2020-10-14
Tennessee,EIP,2020-21,2020,42,Overall,Overall,Overall,228.3,10.6,2020-10-14
Utah,IHSP,2020-21,2020,42,Overall,Overall,Overall,169.8,9.5,2020-10-14
Maryland,EIP,2020-21,2020,42,Overall,Overall,Overall,265.3,5.7,2020-10-14
Michigan,IHSP,2020-21,2020,42,Overall,Overall,Overall,127,5.5,2020-10-14
Minnesota,EIP,2020-21,2020,42,Overall,Overall,Overall,198.1,8.8,2020-10-14
New Mexico,EIP,2020-21,2020,42,Overall,Overall,Overall,141.7,13.2,2020-10-14
New York,EIP,2020-21,2020,42,Overall,Overall,Overall,100.5,3.6,2020-10-14
Ohio,IHSP,2020-21,2020,42,Overall,Overall,Overall,119.7,3.3,2020-10-14
Oregon,EIP,2020-21,2020,42,Overall,Overall,Overall,77.1,3.2,2020-10-14
Georgia,EIP,2020-21,2020,42,Overall,Overall,Overall,284,6.6,2020-10-14
California,EIP,2020-21,2020,42,Overall,Overall,Overall,128.6,2.2,2020-10-14
Colorado,EIP,2020-21,2020,42,Overall,Overall,Overall,190.1,8,2020-10-14
Connecticut,EIP,2020-21,2020,42,Overall,Overall,Overall,319,4.3,2020-10-14
Connecticut,EIP,2020-21,2020,43,Overall,Overall,Overall,324.9,5.9,2020-10-21
Colorado,EIP,2020-21,2020,43,Overall,Overall,Overall,200.8,10.7,2020-10-21
California,EIP,2020-21,2020,43,Overall,Overall,Overall,130.8,2.2,2020-10-21
Georgia,EIP,2020-21,2020,43,Overall,Overall,Overall,291.4,7.4,2020-10-21
Oregon,EIP,2020-21,2020,43,Overall,Overall,Overall,80.4,3.3,2020-10-21
Ohio,IHSP,2020-21,2020,43,Overall,Overall,Overall,123.7,4.1,2020-10-21
New York,EIP,2020-21,2020,43,Overall,Overall,Overall,104.3,3.8,2020-10-21
New Mexico,EIP,2020-21,2020,43,Overall,Overall,Overall,158.7,16.9,2020-10-21
Minnesota,EIP,2020-21,2020,43,Overall,Overall,Overall,209.5,11.4,2020-10-21
Michigan,IHSP,2020-21,2020,43,Overall,Overall,Overall,134.6,7.6,2020-10-21
Maryland,EIP,2020-21,2020,43,Overall,Overall,Overall,271.6,6.3,2020-10-21
Tennessee,EIP,2020-21,2020,43,Overall,Overall,Overall,241.1,12.8,2020-10-21
Utah,IHSP,2020-21,2020,43,Overall,Overall,Overall,181.1,11.2,2020-10-21
Iowa,IHSP,2020-21,2020,43,Overall,Overall,Overall,285,9.9,2020-10-21
Iowa,IHSP,2020-21,2020,44,Overall,Overall,Overall,307.9,22.9,2020-10-28
Tennessee,EIP,2020-21,2020,44,Overall,Overall,Overall,256.2,15.2,2020-10-28
Utah,IHSP,2020-21,2020,44,Overall,Overall,Overall,194.8,13.7,2020-10-28
Maryland,EIP,2020-21,2020,44,Overall,Overall,Overall,278.9,7.3,2020-10-28
Michigan,IHSP,2020-21,2020,44,Overall,Overall,Overall,142.8,8.2,2020-10-28
Minnesota,EIP,2020-21,2020,44,Overall,Overall,Overall,223.5,14,2020-10-28
New Mexico,EIP,2020-21,2020,44,Overall,Overall,Overall,180.3,21.6,2020-10-28
New York,EIP,2020-21,2020,44,Overall,Overall,Overall,109.2,4.9,2020-10-28
Ohio,IHSP,2020-21,2020,44,Overall,Overall,Overall,129.5,5.8,2020-10-28
Oregon,EIP,2020-21,2020,44,Overall,Overall,Overall,83.3,2.9,2020-10-28
Georgia,EIP,2020-21,2020,44,Overall,Overall,Overall,298.5,7.1,2020-10-28
California,EIP,2020-21,2020,44,Overall,Overall,Overall,134.1,3.3,2020-10-28
Colorado,EIP,2020-21,2020,44,Overall,Overall,Overall,214.6,13.8,2020-10-28
Connecticut,EIP,2020-21,2020,44,Overall,Overall,Overall,336.8,11.9,2020-10-28
Connecticut,EIP,2020-21,2020,45,Overall,Overall,Overall,352.6,15.8,2020-11-04
Colorado,EIP,2020-21,2020,45,Overall,Overall,Overall,233.8,19.3,2020-11-04
California,EIP,2020-21,2020,45,Overall,Overall,Overall,137.6,3.5,2020-11-04
Georgia,EIP,2020-21,2020,45,Overall,Overall,Overall,307.3,8.8,2020-11-04
Oregon,EIP,2020-21,2020,45,Overall,Overall,Overall,89.8,6.5,2020-11-04
Ohio,IHSP,2020-21,2020,45,Overall,Overall,Overall,135.4,5.9,2020-11-04
New York,EIP,2020-21,2020,45,Overall,Overall,Overall,115.6,6.4,2020-11-04
New Mexico,EIP,2020-21,2020,45,Overall,Overall,Overall,206.6,26.3,2020-11-04
Minnesota,EIP,2020-21,2020,45,Overall,Overall,Overall,243.6,20.1,2020-11-04
Michigan,IHSP,2020-21,2020,45,Overall,Overall,Overall,156,13.2,2020-11-04
Maryland,EIP,2020-21,2020,45,Overall,Overall,Overall,288.8,9.9,2020-11-04
Tennessee,EIP,2020-21,2020,45,Overall,Overall,Overall,271.9,15.7,2020-11-04
Utah,IHSP,2020-21,2020,45,Overall,Overall,Overall,212.5,17.8,2020-11-04
Iowa,IHSP,2020-21,2020,45,Overall,Overall,Overall,348.2,40.4,2020-11-04
Iowa,IHSP,2020-21,2020,46,Overall,Overall,Overall,399.3,51.1,2020-11-11
Tennessee,EIP,2020-21,2020,46,Overall,Overall,Overall,292.9,21.1,2020-11-11
Utah,IHSP,2020-21,2020,46,Overall,Overall,Overall,229.9,17.4,2020-11-11
Maryland,EIP,2020-21,2020,46,Overall,Overall,Overall,303.4,14.5,2020-11-11
Michigan,IHSP,2020-21,2020,46,Overall,Overall,Overall,177.3,21.3,2020-11-11
Minnesota,EIP,2020-21,2020,46,Overall,Overall,Overall,268.9,25.3,2020-11-11
New Mexico,EIP,2020-21,2020,46,Overall,Overall,Overall,233.2,26.6,2020-11-11
New York,EIP,2020-21,2020,46,Overall,Overall,Overall,125.2,9.7,2020-11-11
